age,income,education_years,job_category,has_car,purchase_amount,age_group,income_per_education,high_income,job_education,job_finance,job_healthcare,job_tech,age_group_encoded,tech_high_income,finance_education,purchase_date,purchase_hour,purchase_day,purchase_month,is_weekend,rolling_avg_purchase,income_squared,education_squared,income_education_interaction
0.8546214679417822,-0.31620242166907636,0.38077099783176094,healthcare,1,521.9871455599825,Adult,0.047770279826472084,0,False,False,True,False,0,0,0.0,2023-01-01 00:00:00,0,1,1,1,521.9871455599825,0.09998397146938837,0.1449865527897949,-0.12040071161575343
-1.1745808533047906,0.00906982685549975,-1.3658849555249408,finance,0,759.4982095868166,Young,-0.0010841443438102645,1,False,True,False,False,2,0,-1.3658849555249408,2023-01-01 01:00:00,1,1,1,1,640.7426775733995,8.22617591887445e-05,1.8656417117293695,-0.01238834005114319
-0.323625041169131,1.0568982918277559,1.628382393086548,tech,0,570.0753148068152,Young Adult,-0.19675605546967684,1,False,False,False,True,3,1,0.0,2023-01-01 02:00:00,2,1,1,1,617.1868899845381,1.1170339992684282,2.6516292181142727,1.7210345696955658
-1.043664574514689,0.23020071081516996,-0.11827356027015386,education,0,148.43590773155805,Young,-0.03233940208479896,1,True,False,False,False,2,0,-0.0,2023-01-01 03:00:00,3,1,1,1,499.9991444212931,0.052992367259809506,0.013988635058977718,-0.027226657644830263
1.5746610012873403,0.6393742282729589,1.3788601140355905,healthcare,0,372.72824432722814,Senior,-0.11374458583915181,1,False,False,True,False,1,0,0.0,2023-01-01 04:00:00,4,1,1,1,474.5449644024801,0.4087994037796417,1.9012552140782417,0.8816076213078697
1.5746610012873403,-0.8466331433527071,-0.11827356027015386,tech,1,262.5620722843067,Senior,0.11893798913237827,0,False,False,False,True,1,0,-0.0,2023-01-01 05:00:00,5,1,1,1,439.2144823827845,0.7167876794232855,0.013988635058977718,0.10013431610703621
-1.2400389926998412,-0.3178359775506911,0.6302932768827183,tech,1,152.91218341082794,Young,0.04989805518002637,0,False,False,False,True,2,0,0.0,2023-01-01 06:00:00,6,1,1,1,398.3141539582193,0.10101970862560342,0.397269614883555,-0.20032987980164718
-1.4364134108849935,0.6082307432529878,-0.11827356027015386,tech,0,324.6577206241877,Young,-0.103605134507241,1,False,False,False,True,2,1,0.0,2023-01-01 07:00:00,7,1,1,1,389.1070997914654,0.3699446370380819,1.2754039455277781,0.6868979907564234
0.5927889103615792,-0.47305286215220327,-1.3658849555249408,healthcare,1,822.2117135371269,Adult,0.056545465861300534,0,False,False,True,False,0,0,-0.0,2023-01-01 08:00:00,8,1,1,1,437.22983465209444,0.22377901039039141,1.8656417117293695,0.6461357875817081
0.9200796073368329,-0.7582710580803373,-1.3658849555249408,education,0,634.8210186786138,Senior,0.09063847544061256,0,True,False,False,False,1,0,-0.0,2023-01-01 09:00:00,9,1,1,1,456.98895305474633,0.5749749975222743,1.8656417117293695,1.0357110304419115
-0.6509157381443846,0.2169430838018958,0.38077099783176094,tech,1,319.4687895600988,Young Adult,-0.03277467568063176,1,False,False,False,True,3,1,0.0,2023-01-01 10:00:00,10,1,1,1,444.48712000977844,0.04706430160947639,0.1449865527897949,0.0826056344919472
1.7710354194724924,-0.18150631999259326,-0.11827356027015386,tech,1,489.3744585928179,Senior,0.025498643520199957,0,False,False,False,True,1,0,-0.0,2023-01-01 11:00:00,11,1,1,1,448.22773155836506,0.03294454419725366,0.013988635058977718,0.02146739867705781
-0.45454131995923247,0.9452845196238228,0.8798155559336758,healthcare,0,336.16625757475236,Young Adult,-0.15445359993035837,1,False,False,True,False,3,0,0.0,2023-01-01 12:00:00,12,1,1,1,439.6076181750102,0.8935628230404413,0.7740754124628829,0.8316760251483313
0.5927889103615792,0.5492190574325945,-0.36779583932111126,tech,1,552.5849761066764,Adult,-0.07454319709857772,1,False,False,False,True,0,1,-0.0,2023-01-01 13:00:00,13,1,1,1,447.67742945584354,0.3016415730471475,0.1352737794219207,-0.2020004841995707
0.9855377467318837,0.948354871690295,0.38077099783176094,healthcare,1,522.0214284043408,Senior,-0.14327270915988033,1,False,False,True,False,1,0,0.0,2023-01-01 14:00:00,14,1,1,1,452.63369605241,0.8993769626587158,0.1449865527897949,0.3611060307921252
1.2473703043120865,0.4746839564881731,1.129337834984633,finance,1,317.9694332530948,Senior,-0.08085697032899022,1,False,True,False,False,1,0,1.129337834984633,2023-01-01 15:00:00,15,1,1,1,444.21717962745277,0.22532485854726578,1.2754039455277781,0.5360785517222931
0.4618726315714778,1.5414236126422551,-0.866840397423026,education,0,371.14736002038126,Adult,-0.1959393523665722,1,True,False,False,False,0,0,-0.0,2023-01-01 16:00:00,16,1,1,1,439.9189549446839,2.375986753611101,0.7514122746045097,-1.3361682569800488
-0.5854575987493339,-1.2827321065583164,1.129337834984633,healthcare,0,228.0644658040002,Young Adult,0.21849870943049893,0,False,False,True,False,3,0,0.0,2023-01-01 17:00:00,17,1,1,1,428.1492611035348,1.6454016571955359,1.2754039455277781,-1.4486379000858467
0.9855377467318837,0.06594796415291267,0.8798155559336758,finance,1,224.7952832306432,Senior,-0.010775486385357374,1,False,True,False,False,1,0,0.8798155559336758,2023-01-01 18:00:00,18,1,1,1,417.4464201628563,0.004349133975913854,0.7740754124628829,0.05802204474388898
-1.5673296896750948,-0.6473162985704286,1.129337834984633,healthcare,0,577.5806743088785,Young,0.11026291078848585,0,False,False,True,False,2,0,0.0,2023-01-01 19:00:00,19,1,1,1,425.45313287015745,0.4190183903949203,1.2754039455277781,-0.7310387871777941
-1.3709552714899427,0.6642159853745948,-0.36779583932111126,education,1,680.8527548374815,Young,-0.09015124738252757,1,True,False,False,False,2,0,-0.0,2023-01-01 20:00:00,20,1,1,1,437.61501963050614,0.44118287522714394,0.1352737794219207,-0.24429587583134807
-1.5673296896750948,1.0702387414935526,-0.11827356027015386,tech,0,737.578484354215,Young,-0.15035088669069563,1,False,False,False,True,2,1,-0.0,2023-01-01 21:00:00,21,1,1,1,451.2497225724929,1.1454109637937033,0.013988635058977718,-0.1265809462954913
-1.4364134108849935,-1.5189915298432048,-0.6173181183720686,healthcare,1,447.33118207795457,Young,0.19941290441573883,0,False,False,True,False,2,0,-0.0,2023-01-01 22:00:00,22,1,1,1,451.0793512466434,2.3073352677353998,0.3810816592704313,0.9377009930259171
-0.9127482957245876,0.15193957423030774,1.129337834984633,tech,1,474.35640304157954,Young,-0.025881164672658358,1,False,False,False,True,2,1,0.0,2023-01-01 23:00:00,23,1,1,1,452.04922840476576,0.023085634217287196,1.2754039455277781,0.17159110980974268
-0.25816690177408025,-0.041879735621689944,-1.6154072345758983,education,0,571.2610584159263,Young Adult,0.004861027979457029,0,True,False,False,False,3,0,-0.0,2023-01-02 00:00:00,0,2,1,0,454.1023081070968,0.0017539122557426456,2.609540533520151,0.06765282790540389
1.7055772800774416,-0.38028232790297234,0.13124871878080355,healthcare,1,632.7404987431665,Senior,0.055364113844499636,0,False,False,True,False,1,0,0.0,2023-01-02 01:00:00,1,2,1,0,448.82073682194465,0.14461464891530376,0.017226226181602453,-0.04991156831224654
1.5092028618922895,-0.4128771421785095,-0.11827356027015386,education,0,157.40725979544808,Senior,0.058002426948429886,0,True,False,False,False,1,0,-0.0,2023-01-02 02:00:00,2,2,1,0,431.6262345298044,0.17046753453349317,0.013988635058977718,0.04883244955961883
-0.5199994593542832,2.940041097693355,1.3788601140355905,tech,1,134.74907739924816,Young Adult,-0.5230329003258628,1,False,False,False,True,3,1,0.0,2023-01-02 03:00:00,3,2,1,0,431.0559499326248,8.643841656125948,1.9012552140782417,4.053905403234782
-1.1091227139097397,-0.4575308338996295,1.3788601140355905,education,1,616.1372680618938,Young,0.08139467139788707,0,True,False,False,False,2,0,0.0,2023-01-02 04:00:00,4,2,1,0,441.1979925882359,0.20933446396889036,1.9012552140782417,-0.6308710178056419
-1.1745808533047906,-0.13050116178173993,0.6302932768827183,tech,1,90.37640594568171,Young,0.02048778184843552,0,False,False,False,True,2,0,0.0,2023-01-02 05:00:00,5,2,1,0,434.0235898241265,0.017030553226383856,0.397269614883555,-0.08225400489641461
1.378286583102188,-3.582611492545334,0.38077099783176094,healthcare,1,292.1765321689171,Senior,0.5412430195981722,0,False,False,True,False,1,0,0.0,2023-01-02 06:00:00,6,2,1,0,439.82627102238024,12.835105106517904,0.1449865527897949,-1.3641545528600212
1.2473703043120865,-0.5019930867498592,-0.11827356027015386,education,1,688.6510570242493,Senior,0.07052174695163127,0,True,False,False,False,1,0,-0.0,2023-01-02 07:00:00,7,2,1,0,454.99266003904944,0.25199705914465165,0.013988635058977718,0.05937250960091005
-0.9127482957245876,0.8462627770104522,-0.36779583932111126,finance,1,155.78747692042305,Young,-0.11485969419701363,1,False,True,False,False,2,0,-0.36779583932111126,2023-01-02 08:00:00,8,2,1,0,427.22498351335344,0.7161606877534423,0.1352737794219207,-0.3112519283567737
-0.323625041169131,2.533687675707282,-0.11827356027015386,education,0,731.8199844940408,Young Adult,-0.35594131839056814,1,True,False,False,False,3,0,-0.0,2023-01-02 09:00:00,9,2,1,0,431.2666070889962,6.41957323803097,0.013988635058977718,-0.29966826201851127
0.20004007399127485,-0.2786763951794251,1.129337834984633,education,1,435.9023785015504,Adult,0.0474693292419588,0,True,False,False,False,0,0,0.0,2023-01-02 10:00:00,10,2,1,0,436.1180066282234,0.07766053323019911,1.2754039455277781,-0.31471979679325396
0.8546214679417822,0.010941529099711807,-1.6154072345758983,education,1,349.9768979204522,Adult,-0.0012699955790598696,1,True,False,False,False,0,0,-0.0,2023-01-02 11:00:00,11,2,1,0,430.3097749335415,0.00011971705903984026,2.609540533520151,-0.017675025264997167
